scheme_id,scheme_name,level,state,department,category,gender,caste_category,min_age,max_age,max_income,occupation,description,benefits,official_link
SCH0118,Burial and Ex-gratia Payment Scheme in Case of Death of Unregistered Laborer During Work at Construction Site,State,Madhya Pradesh,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"Launched in 2014, the "" Burial and Ex-gratia Payment Scheme in Case of Death of Unregistered Laborer During Work at Construction Site"" is a welfare initiative by the M.P. Building and Other Construction Workers Welfare Board, Government of Madhya Pradesh. The scheme provides funeral assistance of ₹3,000 and ex-gratia payments in the event of death or permanent disability of unregistered laborers during construction work. It supports construction workers in the unorganized sector who are not...","Funeral Assistance: ₹3,000 payable in case of death of a construction laborer. Grace Amount: Death due to an accident during construction work: ₹4,00,000/-. Permanent disability due to an accident during construction work: ₹2,00,000/-.",Not Available
SCH0119,Consortia & Tender Marketing Scheme,Central,All India,Ministry of MSME vide Gazette Notification No,Business & Entrepreneurship,All,SC/ST,0,100,99999999,All,"Promotion of the product of Micro and Small Entrepreneurs is one of the major objectives of the Corporation. In the present competitive scenario a need has been felt to facilitate Micro and Small Enterprises to market their goods / services individually or collectively through ‘Consortium’. Accordingly, the scheme for promoting the products of the MSEs has been reviewed in 2011 & named as “Consortia and Tender Marketing Scheme”. This scheme will especially help the units to enlist themselves...",Enlistment of the Unit for participating in Government/Private tenders. Benefit of 0.5% in service charges to consortium members.,Not Available
SCH0120,Garuda Scheme for Funeral Expense,State,Andhra Pradesh,All,Social welfare & Empowerment,All,All,0,100,75000,All,"Andhra Pradesh Brahmin Welfare Corporation (ABC), a Government of Andhra Pradesh undertaking, is announcing the ""Garuda Scheme for Funeral Expenses"" (GS- FE) for the poor Brahmins in Andhra Pradesh. Under this scheme, financial assistance of ₹10,000/- shall be provided to meet the Funeral Expenses of the deceased Brahmin, through the prescribed process. This scheme covers Andhra Pradesh all 13 districts, to meet the funeral expenses of the deceased Brahmi.","Financial Assistance of ₹10,000/- for funeral expenses.",Not Available
SCH0121,Incentive For The Intra Caste Marriage within Scheduled Tribe Community,State,Karnataka,All,Social welfare & Empowerment,All,ST,0,100,200000,All,"The scheme ""Incentive for Intra Caste Marriage within the Scheduled Tribe Community"" was launched by the Tribal Welfare Department, Government of Karnataka. The scheme provides an incentive of ₹2,00,000/- to couples who are both from the Scheduled Tribe (ST) community but belong to different sub-castes within the ST community. The marriage should have taken place on or after 1st April 2018. The couple must reside in Karnataka and apply for the scheme within one year of their marriage.","An incentive of ₹2,00,000/- is provided to the married couple.",Not Available
SCH0122,Incentive Scheme for MSMEs in Powerloom Sector: State Capital Investment Subsidy,State,West Bengal,Department of Micro,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “State Capital Investment Subsidy” is a sub scheme under the “Incentive Scheme for MSMEs in Powerloom Sector”. It was launched on 1st January, 2022, by the Department of Micro, Small & Medium Enterprises and Textiles, Government of West Bengal, and shall remain valid upto 31st December, 2024. Objective of the ""Incentive Scheme for MSMEs in Powerloom Sector”: The objective of the Scheme is to extend fiscal incentives for installation of New age shuttleless Powerlooms by MSMEs in...",20% of Fixed Capital Investment on Plant and machinery.,Not Available
SCH0123,Indira Mahila Shakti Udyam Protsahan Yojana,State,Rajasthan,All,Women and Child,Female,All,0,100,99999999,All,"The Indira Mahila Shakti Udyam Protsahan Yojana (IMSUPY) is a scheme launched by the Rajasthan government to empower women entrepreneurs by providing them with financial assistance and support. The main objective of the scheme is to ecourage women to start their own businesses and become financially independent. Promote self-employment and reduce unemployment among women in Rajasthan. Support the growth of micro, small, and medium enterprises (MSMEs) led by women.","Loan Limit Loan amount of ₹ 50,00,000/- to individual women. Loan amount of Rs 1,00,00,000/- to self-help groups. Margin Money A margin money of 25% of the sanctioned loan amount will be provided under the scheme. For women belonging to Scheduled Castes/Tribes, Scheduled Castes, widows, abandoned women, victims of violence and disabled women, the margin money will be 30% of the sanctioned loan amount. Note : The maximum limit of margin money will be ₹ 15,00,000/-. The applicant's own contribution (5% / 10% of the project proposal) will be considered for margin money. Land value will not be included in the project proposal. The maximum limit of loan amount payable for construction of workshop/building will be up to 20% of the sanctioned amount of the project proposal. The maximum limit of loan for business will be Rs. 10 lakh. Business refers to wholesale or retail purchase-sale of commercial products. Promotion of collateral security free loans: As per the guidelines of the Reserve Bank of India, collateral security will not be required for loans up to Rs. 10 lakh. Loans above Rs. 10 lakh can be linked with the Credit Guarantee Trust Fund for Micro and Small Enterprises (CGTMSE). The fee amount will be borne by the beneficiary. If the applicant voluntarily wants to give collateral security on the loan, they can do so.",Not Available
SCH0124,Mukhyamantri Shramik Aujaar Sahayata Yojana,State,Chhattisgarh,All,Social welfare & Empowerment,All,All,0,100,99999999,All,"The Labor Department of Chhattisgarh launched the ""Mukhyamantri Shramik Aujaar Sahayata Yojana"" on October 1, 2010, through the Building and Construction Workers Welfare Board. Under this scheme, 10,000 tool kits are distributed annually to registered construction workers, including masons, electricians, plumbers, carpenters, porters, painters, and others, who have been registered with the board for a minimum of 90 days.",Tool kits can given free of cost to the registered construction worker.,Not Available
SCH0125,Nirman Shramik Jeevan va Bhavishya Suraksha Yojana,State,Rajasthan,All,Health & Wellness,All,All,0,100,99999999,All,"Launched in 2016, the scheme ""Nirman Shramik Jeevan va Bhavishya Suraksha Yojana"" (Construction Workers Life and Future Security Scheme) by the Building and Other Construction Workers Welfare Board, Government of Rajasthan aims to provide financial security and social protection through insurance and pension benefits to the registered construction workers and their families. Through this scheme, benefits under the Pradhan Mantri Suraksha Bima Yojana, Pradhan Mantri Jeevan Jyoti Bima Yojana,...","Pradhan Mantri Suraksha Bima Yojana (PMSBY) 100% reimbursement of annual premium amount (₹12) Premium amount is fully reimbursed through electronic transfer No partial reimbursement option is available Beneficiary must show proof of premium deduction in bank passbook Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) 50% reimbursement of the annual premium amount Total premium: ₹330 Reimbursement amount: ₹165 Remaining ₹165 to be borne by the beneficiary Must provide proof of full premium deduction from bank account Atal Pension Yojana (APY) 50% reimbursement of the annual contribution amount Specifically for the ₹1,000 monthly pension plan Reimbursement is calculated based on the average annual contribution Beneficiary must continue paying their share to maintain scheme validity Must show proof of contribution deduction from bank account",Not Available
SCH0126,Pre-Matric Scholarship for Backward Class Students,State,Madhya Pradesh,All,Education & Learning,All,All,0,100,99999999,All,"The scheme ""Pre-Matric Scholarship for Backward Class Students"" by the Backward Classes and Minorities Welfare Department, Government of Madhya Pradesh aims to provide financial assistance to backward class students studying at the pre-matriculation level in India. Through this scheme, monthly scholarships of varying amounts are provided to eligible students to help them complete their education. The applications for this scheme are processed through educational institutions. The scheme is...","Classes 6th to 8th Boys: ₹20/- per month Girls: ₹30/- per month Classes 9th to 10th Boys: ₹30/- per month Girls: ₹40/- per month NOTE: The scheme is individual in nature, covering all of Madhya Pradesh. Scholarships are awarded for 10 months annually and paid in one installment on 30th September.",Not Available
SCH0127,Safai Karmakaar Ke Putr/Putri Hetu Vishesh Coaching Yojana,State,Chhattisgarh,All,Education & Learning,All,All,0,100,99999999,All,"Labor Department of Chhattisgarh State started this scheme ""Safai Karmakaar Ke Putr/Putri Hetu Vishesh Coaching Yojana"" for unorganized worker on 11 March 2015. The main objective of the scheme to provide financial assistance for free coaching.","The fee for special coaching for admission in engineering, medical, CA and MBA or other professional education to the son/daughter (two children) studying in class 10th and above will be paid by the board.",Not Available
SCH0128,The West Bengal Incentive Scheme: Additional Incentive for Adventure Tour Operators,State,West Bengal,Department of Tourism,Business & Entrepreneurship,All,All,0,100,99999999,All,"“Additional Incentive for Adventure Tour Operators” is a sub scheme under “The West Bengal Incentive Scheme 2021”. It was launched on 22nd February, 2021, by the Department of Tourism, Government of West Bengal, and shall remain valid upto 31st December, 2025. Objective of the “West Bengal Incentive Scheme” scheme: The objective of the Scheme is to provide financial assistance and help enthusiastic intending or prospective entrepreneurs to start their own business as a self-employed youth...",Group A: 60% Group B: 70% Group C: 80% Group D: 90% Special Areas: 100%,Not Available
SCH0129,The West Bengal Incentive Scheme: Additional Incentive on Generation of Employment,State,West Bengal,Department of Tourism,Business & Entrepreneurship,All,All,0,100,99999999,All,"“Additional Incentive on Generation of Employment” is a sub scheme under “The West Bengal Incentive Scheme 2021”. It was launched on 22nd February, 2021, by the Department of Tourism, Government of West Bengal, and shall remain valid upto 31st December, 2025. Objective of the “West Bengal Incentive Scheme” scheme: The objective of the Scheme is to provide financial assistance and help enthusiastic intending or prospective entrepreneurs to start their own business as a self-employed youth who...","Group A, B, C & D areas: 60% for a period of 5 years Special Areas: 60% for a period of 10 years.",Not Available
SCH0130,The West Bengal Incentive Scheme: Capacity Utilisation,State,West Bengal,Department of Tourism,Business & Entrepreneurship,All,All,0,100,99999999,All,"The scheme “State Capital Investment Subsidy” is a sub scheme under “The West Bengal Incentive Scheme”. It was launched on 22nd February, 2021, by the Department of Tourism, Government of West Bengal, and shall remain valid upto 31st December, 2025. Objective of the ""West Bengal Incentive Scheme” Scheme: The object of the Scheme is to provide financial assistance and help enthusiastic intending or prospective entrepreneurs to start their own business as a self-employed youth who will become...","Pattern of Assistance: 50%, subject to a maximum of ₹7,50,000/-.",Not Available
SCH0131,The West Bengal Incentive Scheme: Interest Subsidy on Term Loan,State,West Bengal,Department of Tourism,Business & Entrepreneurship,All,All,0,100,99999999,All,"“Interest Subsidy on Term Loan” is a sub scheme under “The West Bengal Incentive Scheme”. It was launched on 22nd February, 2021, by the Department of Tourism, Government of West Bengal, and shall remain valid upto 31st December, 2025. Objective of the ""West Bengal Incentive Scheme” Scheme: The object of the Scheme is to provide financial assistance and help enthusiastic intending or prospective entrepreneurs to start their own business as a self-employed youth who will become an employer in...","Group-'A’ and ‘B' areas: 50%, subject to a limit of ₹ 25,00,000/- per year, for 5 years. Group-'C' and 'D' areas: 60%, subject to a limit of ₹ 25,00,000/- per year, for 7 years. Special Areas: 75% , subject to a limit of ₹ 30,00,000/- per year, for 7 years. Note: The interest subsidy will be payable annually subject to submission of statement or certificate by the lending bank/financial institution to prove that the unit has paid the due interest to the institution on the due dates. The subsidy shall, however, not be paid in respect of term loans availed for second-hand plant and machinery or hire-purchase equipment.",Not Available
SCH0132,The West Bengal Incentive Scheme: Reimbursement of Stamp Duty and Registration Fee,State,West Bengal,Department of Tourism,Business & Entrepreneurship,All,All,0,100,99999999,All,"“Reimbursement of Stamp Duty and Registration Fee” is a sub scheme under “The West Bengal Incentive Scheme”. It was launched on 22nd February, 2021, by the Department of Tourism, Government of West Bengal, and shall remain valid upto 31st December, 2025. Objective of the “West Bengal Incentive Scheme” scheme: The objective of the Scheme is to provide financial assistance and help enthusiastic intending or prospective entrepreneurs to start their own business as a self-employed youth who will...","Group A and B: 50%, Group C and D: 60%, Special Areas: 70%.",Not Available
